"","ID","Name","FDR","Control","IBD","UC","CD"
"163","X1..1Z.alkenyl..2.acyl.glycerophosphocholines","1-(1Z-alkenyl),2-acyl-glycerophosphocholines",1,-1.24936300943166,-0.464927857823379,-0.359357326523723,-0.556102407582172
"164","X1.acyl.sn.glycerol.2.3.cyclic.phosphates","1-acyl-sn-glycerol-2,3-cyclic-phosphates",1,-1.48220359209429,-1.66424435671548,-1.73387581758674,-1.60410809505394
"165","X1.benzopyrans","1-benzopyrans",1,2.25995554858495,1.94544757575181,2.2629471495592,1.6712433983727
"166","X2.acyl.sn.glycero.3.phosphoethanolamines","2-acyl-sn-glycero-3-phosphoethanolamines",1,-2.19115186973332,-1.76556315717754,-1.99554514714423,-1.56694234766085
"167","X4.6.disubstituted.2.deoxystreptamines","4,6-disubstituted 2-deoxystreptamines",1,-3.94727523114283,-4.00064671885609,-4.1870272479938,-3.83968171641899
"168","C19.gibberellin.6.carboxylic.acids","C19-gibberellin 6-carboxylic acids",1,0.841711970847212,0.669731915924168,0.38139645806922,0.918748902253441
"169","Cinnamic.acids.and.derivatives","Cinnamic acids and derivatives",1,2.94551366766889,2.6392870622575,2.59446713613797,2.67799518026982
"170","Eicosanoids","Eicosanoids",1,-0.16988521929062,-0.25887535743639,-0.0846124049057137,-0.40937518007652
"171","Fatty.acyl.glycosides.of.mono..and.disaccharides","Fatty acyl glycosides of mono- and disaccharides",1,2.2297040572409,2.11476162115754,1.99935240758058,2.21443321470127
"172","Fatty.alcohols","Fatty alcohols",1,-0.0167445951445494,0.769158885301042,0.466824884739834,1.03026552214936
"173","Gluco.mineralocorticoids..progestogins.and.derivatives","Gluco/mineralocorticoids, progestogins and derivatives",1,1.58435238064459,1.09517592829543,0.998206760741054,1.17892202754693
"174","Linear.diarylheptanoids","Linear diarylheptanoids",1,0.684603244094203,0.0375899278265317,0.0574632713939922,0.020426585654634
"175","Lineolic.acids.and.derivatives","Lineolic acids and derivatives",1,2.77575774973152,2.67061494351685,2.50537793971999,2.81331962861413
"176","Melleolides.and.analogues","Melleolides and analogues",1,-0.800058870626098,-1.16260641371697,-1.21152484867491,-1.12035867443512
"177","Morphinans","Morphinans",1,0.211512733321238,-0.699335348205426,-0.864828740477144,-0.556409236698034
"178","O.glycosyl.compounds","O-glycosyl compounds",1,0.0487262655912599,0.581899863717781,0.189942253363147,0.920408709024057
"179","Oligosaccharides","Oligosaccharides",1,-1.14580722235231,-0.988916262519207,-1.28221862677634,-0.735609675206229
"180","Phenanthrenes.and.derivatives","Phenanthrenes and derivatives",1,-0.276000198417319,0.18965086260536,0.49447812570189,-0.0736090464325526
"181","Phosphatidylethanolamines","Phosphatidylethanolamines",1,1.77066064982986,2.20186178937447,2.21607624258748,2.1895856706905
"182","Prostaglandins.and.related.compounds","Prostaglandins and related compounds",1,-0.928994002630788,-1.1594469716749,-1.21281750800499,-1.11335423575346
"183","Purine.nucleosides","Purine nucleosides",1,-1.45645502533525,-2.16521815948322,-2.24297070394626,-2.09806823471969
"184","Sesterterpenoids","Sesterterpenoids",1,-3.14879909095927,-3.16403977054017,-3.26615808942953,-3.0758466769539
"185","Steroid.lactones","Steroid lactones",1,-0.377669660359555,0.298899797858911,0.747201832420859,-0.0882701410809534
"186","Stilbenes","Stilbenes",1,-0.687792810159153,-0.947143814402757,-1.16917697243286,-0.755387905194943
"187","Tetracarboxylic.acids.and.derivatives","Tetracarboxylic acids and derivatives",1,-1.0461639009077,-0.0525845580623741,0.202629670730914,-0.272996846565668
"188","Tocotrienols","Tocotrienols",1,-1.81409841581341,-1.91908672708442,-1.89567331652684,-1.93930739983869
"189","Tryptamines.and.derivatives","Tryptamines and derivatives",1,0.0684768284200155,-0.644668482940883,-0.853332784190736,-0.464458404588737
"190","Valine.and.derivatives","Valine and derivatives",1,-2.60954129691243,-3.00588561811135,-3.13909328847269,-2.89084263007201
"191","Withanolides.and.derivatives","Withanolides and derivatives",1,-1.42078417274289,-1.22732450475474,-1.35877840248461,-1.11379613853349
